Country,Project,Status,Location,Location,Mine,Company,Economic,Principal,Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves
South Africa,Millenium,,,,,Sibanye-Stillwater,,,0,,,,,,,,,,,,,,,,,,,,,14.51,0.02914859532982291,0.05218693,,,,,,0.11240231217618901,,1.4637452999999998,1.2905359,0.26354108,,,,,,,,,2.96,0.02914859532982291,0.05218693,,,,,,0.11240231217618901,,1.4637452999999998,1.2905359,0.26354108,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Mimosa,,,,,"Sibanye-Stillwater, Impala Pt",,,28.4,0.11,0.28859999999999997,,,,,,0.14,0.05,1.7862,1.3922999999999999,0.15209999999999999,0.156,0.1248,,,,,,,15.4,0.11,0.28119999999999995,,,,,,0.14,0.05,1.7404,1.3565999999999998,0.1482,0.152,0.1216,,,,,,,13.4,0.11,0.26882985074626864,,,,,,0.14,0.05,1.6638388059701492,1.2969223880597014,0.14168059701492536,0.1453134328358209,0.11625074626865671,,,,,,,10.9,0.11,0.2738,,,,,,0.14,0.05,1.6946,1.3209,0.1443,0.14800000000000002,0.1184,,,,,,,5.6,0.11,0.26639999999999997,,,,,,0.14,0.05,1.6488,1.2852,0.1404,0.14400000000000002,0.11520000000000001,,,,,,
Canada,Minago,Deposit,,,,Victory Nickel,,,9.053,,,,,,,,0.3039257382106655,,,,,,,,,,,,,35.333,,,,,,,,0.3039257382106655,,,,,,,,,,,,,11.812,,,,,,,,0.3039257382106655,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Mindoro (Lower Kisluyan-Buraboy),Deposit,,,OC,Intex Resources?,,HPAL,0,,,,,,,,,,,,,,,,,,,,,198.863,,,,,,,,0.86,0.05,,,,,,1.382077985302922,26,25.49,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,126.27,,,,,,,,0.95,0.06,,,,,,,,,,,
USA,Mine LaMotte-Fredericktown,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.8144,0.13,,,,,3.3,,0.46,0.28,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Miriam,Deposit,,,UG,Focus Minerals,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.227,0.06,,,,,,,1.7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Mirror Harbor,Deposit,57.78501,-136.30894,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.008,0.88,,,,,,,1.57,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Sweden,Mjövattnet,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.169,0.19,,,,,,,1.29,0.02,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,MMDC (Cabangahan-Sipangpang-Pili),Operating,,,OC,Marcventures Holdings,,DSO,0,,,,,,,,,,,,,,,,,,,,37.99999999999999,39.46734,,,,,,,,0.88,,,,,,,,44.23,,,,37.99999999999999,2.89726,,,,,,,,1.3,,,,,,,,12.9,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Cuba,Moa Bay JV,Operating,,,,"Sherritt, Cuban Gov't",,HPAL,34.19,,,,,,,,1.0200731207955542,0.12590231061713955,,,,,,,45.71389295115531,,,,,11.649999999999999,,,,,,,,0.9067811158798285,0.11127038626609441,,,,,,,44.40919313304721,,,,,8.79,,,,,,,,0.9852332195676904,0.12994311717861207,,,,,,,45.15424345847554,,,,,8.4,,,,,,,,1.1029761904761906,0.13226190476190477,,,,,,,43.37511904761905,,,,,1.2000000000000002,,,,,,,,1.1024999999999998,0.12583333333333332,,,,,,,41.60166666666667,,,,
Cuba,Moa Bay-Camarioca Norte/Sur,Operating,,,,"Sherritt, Cuban Gov't",,HPAL,52.43,,,,,,,,1.0670627503337784,0.12592408926187298,,,,,,,43.906055693305355,,,,,22.17,,,,,,,,0.9740866035182679,0.113978349120433,,,,,,,42.29621109607578,,,,,15.43,,,,,,,,0.9224173687621517,0.1250097213220998,,,,,,,42.86878807517823,,,,,26.1,,,,,,,,1.190229885057471,0.12494252873563218,,,,,,,41.53068965517241,,,,,7.9,,,,,,,,1.1363291139240503,0.12,,,,,,,91.46810126582278,,,,
Cuba,Moa Bay-Eastern Satellites,Operating,,,,"Sherritt, Cuban Gov't",,HPAL,26.55,,,,,,,,0.975728813559322,0.14206026365348398,,,,,,,45.87180414312618,,,,,12.219999999999999,,,,,,,,0.929238952536825,0.1327823240589198,,,,,,,45.33026186579378,,,,,8.37,,,,,,,,0.7417801672640383,0.14000000000000004,,,,,,,44.951314217443255,,,,,9.1,,,,,,,,1.1752747252747253,0.1498901098901099,,,,,,,43.47615384615385,,,,,0.8,,,,,,,,1.1524999999999999,0.13,,,,,,,43.01375,,,,
South Africa,Modikwa,,,,,"Anglo Am Pt, African Rainbow Mins",,,105.4,0.03352941176470588,0.10157647058823531,,,,,,0.13176470588235295,,2.4494876470588234,2.4063635294117645,0.45139588235294115,,,,,,,,,158.2,0.037054361567635904,0.11504788874841972,,,,,,0.13352718078381798,,2.253058305941846,2.0524148672566374,0.3707810872313528,,,,,,,,,215.8,0.042845227062094524,0.14017957367933273,,,,,,0.13642261353104726,,2.001811890639481,1.5408547729379054,0.25143550509731233,,,,,,,,,15.8,0.03,0.06286,,,,,,0.13,,1.9621300000000002,2.0654000000000003,0.39961,,,,,,,,,31.8,0.03,0.05977999999999999,,,,,,0.13,,1.8659899999999998,1.9642,0.3800299999999999,,,,,,,,
South Africa,Mogalakwena-Boikgantsho,Operating,,,,Anglo American Pt,,,1067.7,0.1,0.1794,,,,,,0.19,,1.16472,1.33032,0.08556,,,,,,,,,1789.2,0.1,0.1586,,,,,,0.19,,1.02968,1.17608,0.07564,,,,,,,,,826.6,0.1,0.14235,,,,,,0.19,,0.92418,1.05558,0.06788999999999999,,,,,,,,,750.9,0.1,0.1976,,,,,,0.19,,1.28288,1.46528,0.09424,,,,,,,,,449.4,0.1,0.20085,,,,,,0.19,,1.30398,1.48938,0.09579,,,,,,,,
Sweden,Mojo,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.213,0.2,,,,,,,1.4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Mokopane,Deposit,,,,Matimba Resources (?),,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,39.7,0.085,,,,,,,0.22,,0.22,0.33,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Serbia,Mokra Gora,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,244.6,,,,,,,,0.7,,,,,,,1.16,21.47,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Monchegorsk-Njudaivench,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,13.1,0.2,,,,,,,0.24,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Monchegorsk-NKT,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8.16,2.9,2.2,5.2,,,,,5.1,0.23,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Monchegorsk-Sopcha (Lodes),Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.71,2.06,2.2,5.2,,,,,3.23,0.15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Monchegorsk-Sophuaivench,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,131.2,0.17,,,,,,,0.33,0.014,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Montes Claros,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,49.966,,,,,,,,1.26,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Moorsom,Deposit,,,OC,DMCI Holdings,,DSO,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,0.8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Morro de Engenho,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,38.6,,,,,,,,1.1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Morro de Niquel,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,24.1,,,,,,,,1.3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Morro Sem Bone-Morro do Leme,Deposit,,,,GK Resources,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,58.003,,,,,,,,1.771674051342172,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Mototolo,,,,,Anglo American Pt,,,21.2,0.02914859532982291,0.0560967,,,,,,0.11240231217618901,,1.9977501000000002,1.7613503000000001,0.35968636000000004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11.9,0.02914859532982291,0.07071584,,,,,,0.11240231217618901,,1.9834464,1.7487392000000002,0.35711104000000005,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Mouat,Deposit,45.38,-109.9,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,131.544,0.29,,,,,,,0.31,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Clifford-Marriotts,Deposit,,,OC,Norwest Minerals,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,1.12,,,,,,,,,,,,,0.37,,,,,,,,1.15,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Day-Cat Camp,Deposit,,,UG,Matsa Resources,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.2302,,,,,,,,0.52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Fitch (Ni-Cu-Co),Deposit,,,OC,China Minmetals,,HM,0,,,,,,,,,,,,,,,,,,,,,4,0.37,,,,,,,0.13,0.1,,,,,,,,,,,,1.3,0.31,,,,,,,0.11,0.08,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Goode,Deposit,,,OC,Western Areas,,F,13.563,,,,,,,,0.8,,,,,,,,,,,,,27.363,,,,,,,,0.6,,,,,,,,,,,,,12.009,,,,,,,,0.5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Jewell-GSP,Deposit,,,UG,Capital Mining,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.086,,,,,,,,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Keith,Operating,,,OC,BHP Group,,F,151,,,,,,,,0.5449006622516557,,,,,,,,,,,,,67,,,,,,,,0.52,,,,,,,,,,,,,24,,,,,,,,0.52,,,,,,,,,,,,,18.3,,,,,,,,0.5621311475409835,,,,,,,,,,,,,4.03,,,,,,,,0.4516129032258064,,,,,,,,,,,,
Togo,Mount Kpote,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12.25,,,,,,,,0.83,0.045,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Sholl,C&M,,,UG,Welcome Exploration,,F,0,,,,,,,,,,,,,,,,,,,,,1.983,0.6735753908219869,,,,,,,0.5264246091780131,0.04,,,,,,,,,,,,3.17,0.5517507886435331,,,,,,,0.44646687697160875,0.04,,0.40466246056782335,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Thirsty,Deposit,,,OC,"Barra Resources50%, Conico50%",,HPAL?,0,,,,,,,,,,,,,,,,,,,,,16.6,,,,,,,,0.6,0.14,,,,,,,,,,,,15.34,,,,,,,,0.51,0.11,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mount Thirsty-Mission Sill,Deposit,,,OC,Galileo Mining,,F,0,,,,,,,,,,,,,,,,,,,,,15.7,,,,,,,,0.5998726114649682,0.12993630573248408,,,,,,,,,,,,13.3,,,,,,,,0.46744360902255633,0.12082706766917291,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Mountain General'skaya,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,53.333,0.455,,,,,,,0.27,,0.2,2.05,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Mphahlele,,,,,"Sedibelo Pt Mines, Moepi",,,0,,,,,,,,,,,,,,,,,,,,,49.6,0.027,0.16,,,,,,0.08,,2.2,1.51,0.3,,,,,,,,,71.9,0.095,0.16,,,,,,0.128,,1.9699999999999998,1.38,0.25,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,44.1,0.027,0.12692,,,,,,0.08,,1.76352,1.20908,0.24047999999999997,,,,,,,,
Australia,Mt Keith Tailings,C&M,,,Tailings,Jubilee Metals Group (?),,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,101.984,,,,,,,,0.21,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Mulga Rock East (base metals),Deposit,,,OC,Vimy Resources,,HM,0,,,,,,,,,,,,,,,,,,,,,21.1,0.0365260663507109,,,0.06091193034501887,,,0.13363033175355452,0.06182938388625592,0.03038388625592417,,,,,,,,,32.689655172413794,,,12.9,0.014100775193798449,,,0.028811698259594586,,,0.03548837209302326,0.025,0.014,,,,,,,,,20,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Zambia,Munali,Operating,,,,Consolidated Nickel Mines,,,0,,,,,,,,,,,,,,,,,,,,,5.65,0.2,,,,,,,1.01,0.07,0.03,0.6,,,,,,,,,,0.36,0.2,,,,,,,0.84,0.07,0.03,0.6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Munda,Deposit,,,UG,Estrella Resources,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,2.36,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Munglinup-Boanaernup (Young River),Deposit,,,OC,UltraCharge,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Munni Munni,Deposit,,,UG,Artemis Resources; Platina Resources,,F,12.4,0.09,0.2,,,,,,0.07,,1.1,1.4,0.1,,,,,,,,,9.8,0.22,0.3,,,,,,0.11,,1.1,1.6,0.1,,,,,,,,,1.4,0.15,0.3,,,,,,0.09,,1.1,1.6,0.1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Murrin Murrin,Operating,,,OC,Glencore,,HPAL,138.4,,,,,,,,1.01,0.075,,,,,,,,,,,,75.5,,,,,,,,0.99,0.084,,,,,,,,,,,,17,,,,,,,,0.9,0.07,,,,,,,,,,,,83.1,,,,,,,,1.05,0.082,,,,,,,,,,,,18.5,,,,,,,,1.05,0.078,,,,,,,,,,,
Burundi,Musongati,Deposit,,,,Burundi Mining & Metallurgy,,,0,,,,,,,,,,,,,,,,,,,,,46.84,0.28968403074295473,0.06790499573014518,,,,,,1.5866780529461995,0.12260888129803586,0.2827564047822374,0.5387363364645602,,,,,,,,,,103.34,0.1737933036578285,0.017734759047803365,,,,,,1.1886200890265144,0.07379330365782852,0.060996516353783614,0.260712298682284,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Myanmar,Mwetaung,Deposit,,,OC,Kingbao (Jingbao) Mining Co.,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,1.09,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Tanzania,Nachingwea-Ntaka Hill,Deposit,,,,IMX Resources,,,1.124,0.29,0.02,,,,,,1.74,0.06,0.032,0.038,,,,,,,,,,19.199,0.12,0.028,,,,,,0.51,0.02,0.035,0.045,,,,,,,,,,35.93,0.14,0.01,,,,,,0.7,0.02,0.01,0.02,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Zambia,Nama (A-C-D),Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,131.070906,0.044836439156070225,,,,,,,0.018510616688649423,0.05555728355154575,,,,,,,,,,,,54.712289,0.03,,,,,,,0.024,0.066,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Nepean,C&M,,,UG,Focus Minerals,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.5913,,,,,,,,2.2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,New Morning-Daybreak,Deposit,,,UG,Western Areas,,F,0,,,,,,,,,,,,,,,,,,,,,3.6585940000000003,,,,,,,,1.3952292602021432,,,,,,,,,,,,,2.574725,,,,,,,,1.3788333511345872,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Ngella-Floridas Islands,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.695,,,,,,,,0.6,0.06,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Cuba,Nicaro,Deposit,,,,unknown (Cuban Gov't?),,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,1,0.1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Nickel King (Thye Lake),Deposit,,,,Strongbow Exploration,,,0,,,,,,,,,,,,,,,,,,,,,14.082,0.08,,,,,,,0.35,0.016,,,,,,,,,,,,43.974,0.08,,,,,,,0.31,0.015,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Nico Young-Ardnaree,Deposit,,,OC,Jervois Mining,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,53.6,,,,,,,,0.66,0.05,,,,,,,,,50,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Nico Young-Thuddungra,Deposit,,,OC,Jervois Mining,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,114.3,,,,,,,,0.56,0.06,,,,,,,,,50,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Nicobi,Deposit,,,,Western Troy Capital Resources (?),,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.8,0.25,,,,,,,0.47,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Nindilbillup Group,Deposit,,,OC,Australasian Mining,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,0.5610204081632654,0.021142857142857144,,,,,,,7.148979591836735,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Niquelândia-Codemin,Operating,,,,Anglo American,,,0,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,1.2616161616161616,,,,,,,,,,,,,5.3,,,,,,,,1.21,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,1.26,,,,,,,,,,,,
Australia,NiWest-Eucalyptus,Deposit,,,OC,GME Resources,,HL,0,,,,,,,,,,,,,,,,,,,,,23.7,,,,,,,,1.04,0.064,,,,,,,,,,,,12.8,,,,,,,,0.95,0.056,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,0.87,0.05,,,,,,,,,,,
Australia,NiWest-Hepi,Deposit,,,OC,GME Resources,,HL,1.6,,,,,,,,1.2,0.078,,,,,,,,,,,,1.5,,,,,,,,1.01,0.073,,,,,,,,,,,,1.4,,,,,,,,0.95,0.074,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,0.91,0.06,,,,,,,,,,,
Australia,NiWest-Macey Hill,Deposit,,,OC,unknown,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,1.4,0.15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,NiWest-Mertondale,Deposit,,,OC,GME Resources,,HL,0,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,0.98,0.07,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,NiWest-Mount Kilkenny,Deposit,,,OC,GME Resources,,HL,8.8,,,,,,,,1.1,0.063,,,,,,,,,,,,12.7,,,,,,,,1.09,0.079,,,,,,,,,,,,4.5,,,,,,,,0.98,0.051,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,27.9,,,,,,,,0.96,0.06,,,,,,,,,,,
Australia,NiWest-Murrin North,Deposit,,,OC,GME Resources,,HL,3.4,,,,,,,,0.98,0.062,,,,,,,,,,,,0.1,,,,,,,,0.88,0.051,,,,,,,,,,,,0.1,,,,,,,,0.86,0.083,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,NiWest-Waite Kauri,Deposit,,,OC,GME Resources,,HL,1.5,,,,,,,,1.01,0.062,,,,,,,,,,,,0.3,,,,,,,,0.91,0.025,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,NiWest-Wanbanna,Deposit,,,OC,GME Resources,,HL,0,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,,1.03,0.066,,,,,,,,,,,,0.7,,,,,,,,0.99,0.07,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Cameroon,Nkamouna-Mada,Deposit,,,,Geovic Mining Corp,,,59.805,,,,,,,,0.68,0.24,,,,,,,,,,,,54.169,,,,,,,,0.6270313278812605,0.202276763462497,,,,,,,,,,,,202.55,,,,,,,,0.5868873364601332,0.19901609479140953,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,68.132,,,,,,,,0.66,0.26,,,,,,,,,,,
