Country,Project,Lat,Long,Mine,Source,Ni basis,Co basis,Mineral Deposit Type Primary,Mineral Deposit Type Secondary,Mineral Deposit Type Other Notes,Category,Mt,%Ni,%Co
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,8.37,0.7417801672640383,0.14000000000000004
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Proven,9.1,1.1752747252747253,0.1498901098901099
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Probable,0.8,1.1524999999999999,0.13
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,105.4,0.13176470588235295,
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,158.2,0.13352718078381798,
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,215.8,0.13642261353104726,
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,15.8,0.13,
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,31.8,0.13,
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Measured,1067.7,0.19,
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,1789.2,0.19,
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,826.6,0.19,
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Proven,750.9,0.19,
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Probable,449.4,0.19,
Sweden,Mojo,,,unknown,Pres. (31 July 2009),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.213,1.4,
South Africa,Mokopane,,,Matimba Resources (?),AR 2009,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,39.7,0.22,
Serbia,Mokra Gora,,,unknown,Berger et al (2011),NC,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,244.6,0.7,
Russia,Monchegorsk-Njudaivench,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Layered Intrusive,,Inferred,13.1,0.24,
Russia,Monchegorsk-NKT,,,unknown,Korsakova et al (2012),NC,NC,Magmatic Sulphide,Layered Intrusive,,Inferred,8.16,5.1,0.23
Russia,Monchegorsk-Sopcha (Lodes),,,unknown,Korsakova et al (2012),NC,NC,Magmatic Sulphide,Layered Intrusive,,Inferred,0.71,3.23,0.15
Russia,Monchegorsk-Sophuaivench,,,unknown,Korsakova et al (2012),NC,NC,Magmatic Sulphide,Layered Intrusive,,Inferred,131.2,0.33,0.014
Brazil,Montes Claros,,,unknown,Radaelli (2000),NC,,Laterite,Hydrous Mg silicate-oxide,,Inferred,49.966,1.26,
Philippines,Moorsom,,,DMCI Holdings,AR 2011,C,,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Inferred,43.0,0.8,
Brazil,Morro de Engenho,,,unknown,Berger et al (2011),NC,,Laterite,Hydrous Mg silicate,Hydrous Mg silicate,Inferred,38.6,1.1,
Brazil,Morro de Niquel,,,unknown,Berger et al (2011),NC,,Laterite,Hydrous Mg silicate-oxide,,Inferred,24.1,1.3,
Brazil,Morro Sem Bone-Morro do Leme,,,GK Resources,media (12 Sept 2019),NC,,Laterite,Hydrous Mg silicate-oxide,,Inferred,58.003,1.771674051342172,
South Africa,Mototolo,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,21.2,0.11240231217618901,
South Africa,Mototolo,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,11.9,0.11240231217618901,
USA,Mouat,,,unknown,Tech Rep 2009-06 (Nev),NC,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,131.544,0.31,
Australia,Mount Clifford-Marriotts,,,Norwest Minerals,WA MINEDEX,C,,Laterite,Clay silicate,Clay silicate,Indicated,0.46,1.12,
Australia,Mount Clifford-Marriotts,,,Norwest Minerals,WA MINEDEX,C,,Laterite,Clay silicate,Clay silicate,Inferred,0.37,1.15,
Australia,Mount Day-Cat Camp,,,Matsa Resources,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,2.2302,0.52,
Australia,Mount Fitch (Ni-Cu-Co),,,China Minmetals,QR 2008-06,C,C,Hydrothermal Ni,Unconformity-related Uranium,,Indicated,4.0,0.13,0.1
Australia,Mount Fitch (Ni-Cu-Co),,,China Minmetals,QR 2008-06,C,C,Hydrothermal Ni,Unconformity-related Uranium,,Inferred,1.3,0.11,0.08
Australia,Mount Goode,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Measured,13.563,0.8,
Australia,Mount Goode,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,27.363,0.6,
Australia,Mount Goode,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,12.009,0.5,
Australia,Mount Jewell-GSP,,,Capital Mining,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.086,2,
Australia,Mount Keith,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Measured,151.0,0.5449006622516557,
Australia,Mount Keith,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,67.0,0.52,
Australia,Mount Keith,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,24.0,0.52,
Australia,Mount Keith,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Proven,18.3,0.5621311475409835,
Australia,Mount Keith,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Probable,4.03,0.4516129032258064,
Togo,Mount Kpote,,,unknown,pers. comm. Golightly,NC,NC,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Inferred,12.25,0.83,0.045
Australia,Mount Sholl,,,Welcome Exploration,WA MINEDEX,C,C,Magmatic Sulphide,Layered Intrusive,,Indicated,1.983,0.5264246091780131,0.04
Australia,Mount Sholl,,,Welcome Exploration,WA MINEDEX,C,C,Magmatic Sulphide,Layered Intrusive,,Inferred,3.17,0.44646687697160875,0.04
Australia,Mount Thirsty,,,"Barra Resources50%, Conico50%",AR 2018,C,C,Laterite,Oxide,Oxide,Indicated,16.6,0.6,0.14
Australia,Mount Thirsty,,,"Barra Resources50%, Conico50%",AR 2018,C,C,Laterite,Oxide,Oxide,Inferred,15.34,0.51,0.11
Australia,Mount Thirsty-Mission Sill,,,Galileo Mining,AR 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Indicated,15.7,0.5998726114649682,0.12993630573248408
Australia,Mount Thirsty-Mission Sill,,,Galileo Mining,AR 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,13.3,0.46744360902255633,0.12082706766917291
Russia,Mountain General'skaya,,,unknown,FODD (2017),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,53.333,0.27,
South Africa,Mphahlele,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,49.6,0.08,
South Africa,Mphahlele,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,71.9,0.128,
South Africa,Mphahlele,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,44.1,0.08,
Australia,Mt Keith Tailings,,,Jubilee Metals Group (?),WA MINEDEX,C,,Tailings,Magmatic Sulphide,Archean Komatiite,Inferred,101.984,0.21,
Australia,Mulga Rock East (base metals),,,Vimy Resources,AR 2016,C,C,Hydrothermal Ni,Unconformity-related Uranium,,Indicated,21.1,0.06182938388625592,0.03038388625592417
Australia,Mulga Rock East (base metals),,,Vimy Resources,AR 2016,C,C,Hydrothermal Ni,Unconformity-related Uranium,,Inferred,12.9,0.025,0.014
Zambia,Munali,,,Consolidated Nickel Mines,Fact Sheet (2019-04); Haldar (2017),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,5.65,1.01,0.07
Zambia,Munali,,,Consolidated Nickel Mines,Fact Sheet (2019-04); Haldar (2017),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.36,0.84,0.07
Australia,Munda,,,Estrella Resources,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.24,2.36,
Australia,Munglinup-Boanaernup (Young River),,,UltraCharge,WA MINEDEX,C,,Laterite,Oxide,Oxide?,Inferred,1.0,1,
Australia,Munni Munni,,,Artemis Resources; Platina Resources,AR 2016,C,,Magmatic Sulphide,Layered Intrusive,,Measured,12.4,0.07,
Australia,Munni Munni,,,Artemis Resources; Platina Resources,AR 2016,C,,Magmatic Sulphide,Layered Intrusive,,Indicated,9.8,0.11,
Australia,Munni Munni,,,Artemis Resources; Platina Resources,AR 2016,C,,Magmatic Sulphide,Layered Intrusive,,Inferred,1.4,0.09,
Australia,Murrin Murrin,,,Glencore,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Measured,138.4,1.01,0.075
Australia,Murrin Murrin,,,Glencore,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,75.5,0.99,0.084
Australia,Murrin Murrin,,,Glencore,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,17.0,0.9,0.07
Australia,Murrin Murrin,,,Glencore,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Proven,83.1,1.05,0.082
Australia,Murrin Murrin,,,Glencore,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Probable,18.5,1.05,0.078
Burundi,Musongati,,,Burundi Mining & Metallurgy,Tech Rep (2011-07),C,C,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Indicated,46.84,1.5866780529461995,0.12260888129803586
Burundi,Musongati,,,Burundi Mining & Metallurgy,Tech Rep (2011-07),C,C,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,103.34,1.1886200890265144,0.07379330365782852
Myanmar,Mwetaung,,,Kingbao (Jingbao) Mining Co.,Berger et al (2011),NC,NC,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,110.0,1.09,
Tanzania,Nachingwea-Ntaka Hill,,,IMX Resources,AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Measured,1.124,1.74,0.06
Tanzania,Nachingwea-Ntaka Hill,,,IMX Resources,AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,19.199,0.51,0.02
Tanzania,Nachingwea-Ntaka Hill,,,IMX Resources,AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,35.93,0.7,0.02
Zambia,Nama (A-C-D),,,unknown,"Tech Rep's (2007-05, 2008-05)",C,C,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Cu-Co-Ni,Indicated,131.070906,0.018510616688649423,0.05555728355154575
Zambia,Nama (A-C-D),,,unknown,"Tech Rep's (2007-05, 2008-05)",C,C,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Cu-Co-Ni,Inferred,54.712289,0.024,0.066
Australia,Nepean,,,Focus Minerals,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.5913,2.2,
Australia,New Morning-Daybreak,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,3.6585940000000003,1.3952292602021432,
Australia,New Morning-Daybreak,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,2.574725,1.3788333511345872,
Solomon Islands,Ngella-Floridas Islands,,,unknown,media (10 Dec 2008),NC,NC,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,1.695,0.6,0.06
Cuba,Nicaro,,,unknown (Cuban Gov't?),Berger et al (2011),NC,NC,Laterite,Oxide-Clay silicate,Oxide-Clay silicate,Inferred,200.0,1,0.1
Canada,Nickel King (Thye Lake),,,Strongbow Exploration,Tech Rep (2010-06),C,C,Magmatic Sulphide,Impact-related,,Indicated,14.082,0.35,0.016
Canada,Nickel King (Thye Lake),,,Strongbow Exploration,Tech Rep (2010-06),C,C,Magmatic Sulphide,Impact-related,,Inferred,43.974,0.31,0.015
Australia,Nico Young-Ardnaree,,,Jervois Mining,media 20 Nov. 2017,C,C,Laterite,Oxide-clay silicate,,Inferred,53.6,0.66,0.05
Australia,Nico Young-Thuddungra,,,Jervois Mining,media 20 Nov. 2017,C,C,Laterite,Oxide-clay silicate,,Inferred,114.3,0.56,0.06
Canada,Nicobi,,,Western Troy Capital Resources (?),website (4 August 2016),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.8,0.47,
Australia,Nindilbillup Group,,,Australasian Mining,WA MINEDEX,C,C,Laterite,Oxide,Oxide,Inferred,49.0,0.5610204081632654,0.021142857142857144
Brazil,Niquelândia-Codemin,,,Anglo American,ResV-ResC 2018,C,,Laterite,Hydrous Mg silicate-clay silicate-oxide,Hydrous Mg silicate-clay silicate-oxide,Indicated,9.9,1.2616161616161616,
Brazil,Niquelândia-Codemin,,,Anglo American,ResV-ResC 2018,C,,Laterite,Hydrous Mg silicate-clay silicate-oxide,Hydrous Mg silicate-clay silicate-oxide,Inferred,5.3,1.21,
Brazil,Niquelândia-Codemin,,,Anglo American,ResV-ResC 2018,C,,Laterite,Hydrous Mg silicate-clay silicate-oxide,Hydrous Mg silicate-clay silicate-oxide,Probable,8.3,1.26,
Australia,NiWest-Eucalyptus,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,23.7,1.04,0.064
Australia,NiWest-Eucalyptus,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,12.8,0.95,0.056
Australia,NiWest-Eucalyptus,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Probable,32.2,0.87,0.05
Australia,NiWest-Hepi,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Measured,1.6,1.2,0.078
Australia,NiWest-Hepi,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,1.5,1.01,0.073
Australia,NiWest-Hepi,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,1.4,0.95,0.074
Australia,NiWest-Hepi,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Probable,4.7,0.91,0.06
Australia,NiWest-Macey Hill,,,unknown,WA MINEDEX,C,C,Laterite,Clay silicate,Clay silicate,Inferred,0.3,1.4,0.15
Australia,NiWest-Mertondale,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,1.9,0.98,0.07
Australia,NiWest-Mount Kilkenny,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Measured,8.8,1.1,0.063
Australia,NiWest-Mount Kilkenny,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,12.7,1.09,0.079
Australia,NiWest-Mount Kilkenny,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,4.5,0.98,0.051
Australia,NiWest-Mount Kilkenny,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Probable,27.9,0.96,0.06
Australia,NiWest-Murrin North,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Measured,3.4,0.98,0.062
Australia,NiWest-Murrin North,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,0.1,0.88,0.051
Australia,NiWest-Murrin North,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,0.1,0.86,0.083
Australia,NiWest-Waite Kauri,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Measured,1.5,1.01,0.062
Australia,NiWest-Waite Kauri,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,0.3,0.91,0.025
Australia,NiWest-Wanbanna,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,10.1,1.03,0.066
Australia,NiWest-Wanbanna,,,GME Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,0.7,0.99,0.07
Cameroon,Nkamouna-Mada,,,Geovic Mining Corp,Tech Rep (2011-06),C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Measured,59.805,0.68,0.24
Cameroon,Nkamouna-Mada,,,Geovic Mining Corp,Tech Rep (2011-06),C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Indicated,54.169,0.6270313278812605,0.202276763462497
Cameroon,Nkamouna-Mada,,,Geovic Mining Corp,Tech Rep (2011-06),C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,202.55,0.5868873364601332,0.19901609479140953
Cameroon,Nkamouna-Mada,,,Geovic Mining Corp,Tech Rep (2011-06),C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Probable,68.132,0.66,0.26
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,78.11,0.33,0.02
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,94.09,0.37,0.02
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,46.349999999999994,0.4013592233009709,0.02
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,54.01,0.298622477319015,0.019879651916311795
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,30.45,0.33,0.02
Philippines,Nonoc,,,Philnico Developments,"Sajona & Domingo (2011), Berger et al (2011)",NC,NC,Laterite,Oxide-Clay silicate,Oxide-Clay silicate,Inferred,144.7,1.1,0.11
Russia,Nord Kamennik,,,unknown,FODD (2017),C,,Magmatic Sulphide,Proterozoic komatiite,Pechenga camp,Indicated,3.147,0.13,
Indonesia,North Konawe Group (Hanking),,,China Hanking Mining JV,AR 2017,C,,Laterite,Oxide-hydrous Mg silicate,,Measured,85.43587,1.51,
Indonesia,North Konawe Group (Hanking),,,China Hanking Mining JV,AR 2017,C,,Laterite,Oxide-hydrous Mg silicate,,Indicated,182.0712,1.35,
Indonesia,North Konawe Group (Hanking),,,China Hanking Mining JV,AR 2017,C,,Laterite,Oxide-hydrous Mg silicate,,Inferred,172.88400000000001,1.0211184377964413,
Indonesia,North Konawe Group (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Measured,40.07,1.418018467681557,0.14
Indonesia,North Konawe Group (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Indicated,57.67,1.4144165077163169,0.0990098838217444
Indonesia,North Konawe Group (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Inferred,33.56,1.3810876042908224,0.09524433849821215
Indonesia,North Konawe Group (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Proven,22.369999999999997,1.3819982118909253,1.1482253017434063
Indonesia,North Konawe Group (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Probable,42.129999999999995,1.3752314265369097,0.09384286731545219
Indonesia,North Konawe Group (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Measured,30.419999999999998,1.7022353714661407,0.045519395134779754
Indonesia,North Konawe Group (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Indicated,56.47,1.742854613068886,0.035801310430316986
Indonesia,North Konawe Group (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Inferred,79.83,1.5620969560315672,0.03970562445196042
Indonesia,North Konawe Group (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Proven,18.04,1.67,0.04
Indonesia,North Konawe Group (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Probable,35.92,1.6016146993318485,0.039999999999999994
USA,NorthMet (Dunka Road),,,Polymet Mining,AIF 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Measured,237.2,0.08,0.0072
USA,NorthMet (Dunka Road),,,Polymet Mining,AIF 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Indicated,412.2,0.07,0.007
USA,NorthMet (Dunka Road),,,Polymet Mining,AIF 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,508.9,0.07,0.0066
USA,NorthMet (Dunka Road),,,Polymet Mining,AIF 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Proven,121.849,0.087,0.007481
USA,NorthMet (Dunka Road),,,Polymet Mining,AIF 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Probable,132.82,0.081,0.007406
Canada,Norton Lake,,,Copper Lake Resources,Tech Rep (2009-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Measured,1.769721,0.67,0.03
Canada,Norton Lake,,,Copper Lake Resources,Tech Rep (2009-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,0.488933,0.67,0.03
Canada,Norton Lake,,,Copper Lake Resources,Tech Rep (2009-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.198571,0.66,0.03
Australia,Nova-Bollinger,,,Independence Group,AR 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Measured,12.0,2.145916666666667,0.07
Australia,Nova-Bollinger,,,Independence Group,AR 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Indicated,1.1,0.88,0.04
Australia,Nova-Bollinger,,,Independence Group,AR 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,0.1,0.6,0.02
Australia,Nova-Bollinger,,,Independence Group,AR 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Proven,10.2,1.93,0.07
Australia,Nova-Bollinger,,,Independence Group,AR 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Probable,1.3,1.34,0.04
Burundi,Nyabikere,,,unknown,Evans et al (2016),C,C,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Inferred,46.0,1.45,0.03
USA,Nye Basin,,,unknown,Tech Rep 2009-06 (Nev),NC,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,54.432,0.59,
Australia,Nyngan-Summervale,,,Alchemy Resources,media 29 Feb 2019,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,6.63903,0.82,0.04
Australia,Nyngan-West Lynn,,,Alchemy Resources,media 29 Feb 2019,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,14.701426,0.85,0.05
Indonesia,Obi Island,,,"Carnegie Minerals-50%, PT Antam-50% (?)",Berger et al (2011),NC,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,88.0,1.2,
Canada,Old Nick,,,Huakan Int'l Mining,Tech Rep (2007-07),C,C,Hydrothermal Ni,Sediment-hosted Pb-Zn,VMS,Inferred,30.496085,0.1602,0.0083
Brazil,Onça Puma,,,Vale,Form 20F 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Measured,60.7,1.66,
Brazil,Onça Puma,,,Vale,Form 20F 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Indicated,53.1,1.38,
Brazil,Onça Puma,,,Vale,Form 20F 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Proven,60.7,1.66,
Brazil,Onça Puma,,,Vale,Form 20F 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Probable,53.1,1.38,
Finland,Oravainen,,,unknown,Eilu et al (2012),NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.3,0.95,0.03
Finland,Outokumpu-Hautalampi (Keretti),,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Measured,1.03,0.47,0.13
Finland,Outokumpu-Hautalampi (Keretti),,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Indicated,1.23,0.42,0.11
Finland,Outokumpu-Hautalampi (Keretti),,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Inferred,0.9,0.4,0.1
Finland,Outokumpu-Riihilahti,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Indicated,0.14,0.16,0.04
Finland,Outokumpu-Riihilahti,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Inferred,0.559,0.03,0.09
Finland,Outokumpu-Saramäki,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Inferred,3.4,0.05,0.09
Finland,Outokumpu-Sarkalahti,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Inferred,0.19,1.02,0.027
Finland,Outokumpu-Särkiniemi,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Indicated,0.1,0.7,0.05
Finland,Outokumpu-Valkeisenranta (Rytky),,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Indicated,1.54,0.71,0.03
Finland,Outokumpu-Vuonos,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,VMS,,Inferred,0.76,0.13,0.14
Canada,Owen,,,Sudbury Platinum,website (7 Nov 2019),NC,,Magmatic Sulphide,Impact-related,,Inferred,0.09261,0.53,
